osm_id,osm_type,name,amenity,healthcare,healthcare_speciality,operator,operator_type,latitude,longitude,street,city,district,postcode,phone,email,website,opening_hours,beds,emergency,wheelchair,queried_district
7569754275,node,Dr. Nagaraj clinic,clinic,,,,,15.138624,76.905185,,,Bellari,583102,,,,,,,,Ballari
7569754276,node,Swetha ENT Clinic,clinic,,,,,15.137845,76.9042199,,,Bellari,583102,,,,,,,,Ballari
7569754277,node,Geetha Nursing Home,clinic,,,,,15.1423332,76.9294946,,,Bellari,583101,,,,,,,,Ballari
7569754279,node,Usha Hospital,hospital,,,,,15.1374394,76.9024459,,,Bellari,583102,,,,,,,,Ballari
7569754281,node,Kulkarni Eye Hospital,hospital,,,,,15.154359,76.934942,,,Bellari,583101,,,,,,,,Ballari
7569754282,node,Sri Manjunath Nursing Home,clinic,,,,,15.1353004,76.9219059,,,Bellari,583101,,,,,,,,Ballari
7569754283,node,Abhi Health Care Centre,clinic,,,,,15.15156,76.922092,,,Bellari,583103,,,,,,,,Ballari
7569754284,node,Government Hospital,hospital,,,,,15.1532729,76.9252722,,,Bellari,583103,,,,,,,,Ballari
7569754285,node,Shashidar Reddy Children Hospital,hospital,hospital,,,,15.1553529,76.9307021,,,Bellari,583103,,,,,,yes,,Ballari
7569754287,node,Dr. Vijay Nagraj Eye Hospital,hospital,,,,,15.1549476,76.9001627,,,Bellari,583276,,,,,,,,Ballari
7569754288,node,Rukmini Dental Clinic,dentist,,,,,15.152678,76.903893,,,Bellari,583104,,,,,,,,Ballari
7569754291,node,Dr. Mohammed Mazher Ali,doctors,,,,,15.1377994,76.9025903,,,Bellari,583102,,,,,,,,Ballari
7569754292,node,Chiranjeevi Newborn and Child Health Centre,hospital,,,,,15.149046,76.935449,,,Bellari,583101,,,,,,,,Ballari
7569754296,node,Rahat Children Clinic,clinic,,,,,15.139285,76.907426,,,Bellari,583102,,,,,,,,Ballari
7569754297,node,Surabhi Dental Clinic,dentist,,,,,15.140202,76.928027,,,Bellari,583101,,,,,,,,Ballari
7569754298,node,Pawan Health Centre,clinic,,,,,15.1538952,76.9313011,,,Bellari,583101,,,,,,,,Ballari
7569754299,node,Government Hospital,hospital,hospital,,,,15.1400842,76.9210396,,,Bellari,583101,,,,,,,,Ballari
7569754300,node,Ballari Hrudayal & Superspeciality Hospital,hospital,,,,,15.1564795,76.9279089,,,Bellari,583103,,,,,,,,Ballari
7569754301,node,S. R. Multi Speciality Hospital,hospital,,,,,15.146718,76.9041473,,,Bellari,583104,,,,,,,,Ballari
7569754302,node,Shiva Clinic,clinic,,,,,15.1579435,76.9276788,,,Bellari,583103,,,,,,,,Ballari
7569754304,node,Spoorthy Poly Clinic,clinic,,,,,15.134276,76.922169,,,Bellari,583101,,,,,,,,Ballari
7569754306,node,Shavi Hospital,hospital,,,,,15.153405,76.931718,,,Bellari,583101,,,,,,,,Ballari
7569754307,node,Ballari Neuro Centre,hospital,,,,,15.1558816,76.937255,,,Bellari,583103,,,,,,,,Ballari
7569754308,node,Sarvodaya Urocare and Pediatric Centre,hospital,,,,,15.154513,76.927743,,,Bellari,583103,,,,,,,,Ballari
7569754309,node,Jahnavi Maternity Clinic,clinic,,,,,15.135352,76.9231783,,,Bellari,583101,,,,,,,,Ballari
7569754311,node,Gouse Women Hospital,hospital,,,,,15.14425,76.933,,,Bellari,583101,,,,,,,,Ballari
7569754312,node,Leela ENT Care,clinic,,,,,15.1489145,76.9361638,,,Bellari,583101,,,,,,,,Ballari
7569754313,node,Sunshine Hospital,hospital,,,,,15.1581878,76.8998565,,,Bellari,583275,,,,,,,,Ballari
7569754314,node,Sanjana Eye Diabetes Hospital,hospital,,,,,15.155536,76.93635,,,Bellari,583103,,,,,,,,Ballari
7569754315,node,Yashfeen Hospital,hospital,,,,,15.1375425,76.8979413,,,Bellari,583102,,,,,,,,Ballari
7569754316,node,Pavan Hospital,hospital,,,,,15.159182,76.927086,,,Bellari,583101,,,,,,,,Ballari
7569754317,node,Sri Sai Health Centre,clinic,,,,,15.15327,76.929613,,,Bellari,583103,,,,,,,,Ballari
7569754318,node,Mother's Hospital,hospital,,,,,15.1389106,76.8965716,,,Bellari,583102,,,,,,,,Ballari
7569754319,node,Indira Hospital,hospital,,,,,15.1484802,76.9296609,,,Bellari,583101,,,,,,,,Ballari
7569754322,node,BMC Hospital,hospital,,,,,15.1512902,76.9023841,,,Bellari,583104,,,,,,,,Ballari
8187986074,node,Arun Clinic,clinic,,,,,15.0842807,76.5445164,,,,,,,,,,,,Ballari
8188025321,node,Government Dental College And Research Institute,dentist,,,,,15.158105,76.8933417,,,,,,,,,,,,Ballari
8188037257,node,Abhaya Hospital,hospital,,,,,15.4010661,76.6069481,,,,,,,,,,,,Ballari
8188037259,node,Government Hospital,hospital,,,,,15.4003732,76.9671293,,,,,,,,,,,,Ballari
8188037361,node,Primary Health Centre,hospital,,,,,15.2689079,76.7844561,,,,,,,,,,,,Ballari
8188037387,node,Community Health Centre,hospital,,,,,15.2399599,77.0535628,,,,,,,,,,,,Ballari
8188037393,node,Sri Sai Hospital,hospital,,,,,15.2003567,76.6700924,,,,,,,,,,,,Ballari
8188037394,node,PHC Kudithini,hospital,,,,,15.1986199,76.759817,,,,,,,,,,,,Ballari
8188037398,node,Mahima Hospital,hospital,,,,,15.1890407,76.9918706,,,,,,,,,,,,Ballari
8188037407,node,Vishwa Health Care,clinic,,,,,15.157596,76.9018748,,,Bellari,583276,,,,,,,,Ballari
8188037412,node,Ballari Hrudayalaya & Superspciality Hospital,hospital,hospital,,,,15.154497,76.9388303,,,,,,,,,,,,Ballari
8188037420,node,Thyrocare Kolachalam Compound,hospital,,,,,15.1458395,76.9289443,,,,,,,,,,,,Ballari
8188037451,node,Government Hospital,hospital,,,,,15.0502718,77.0627916,,,,,,,,,,,,Ballari
8188037464,node,Government Hospital,hospital,,,,,14.9908299,76.4505057,,,,,,,,,,,,Ballari
310117675,way,Taranath Hospital,hospital,,,,,,,,,,,,,,,,,,Ballari
349860348,way,Government Maternity Hospital,hospital,,,,,,,,,,,,,,,,,,Ballari
349861425,way,Anjana Diagnostic Centre,doctors,doctor,,,,,,,,,,,,,,,no,,Ballari
349861478,way,Dr Kulkarni Eye Hospital,hospital,,,,,,,,,Ballari,583103,,,,,,,,Ballari
349861543,way,Vadiraj Skin Care,doctors,,,,,,,,,,,,,,,,,,Ballari
349861598,way,Adarsh Nursing Home,hospital,,,,,,,,,Ballari,583103,,,,,,,,Ballari
349861621,way,Sukrutha Nursing Home,clinic,,,,,,,,,Ballari,583103,,,,,,,,Ballari
349861689,way,Murthy Nursing Home,clinic,,,,,,,,,Ballari,583103,,,,,,yes,,Ballari
349861726,way,Anupam Nursing Home,hospital,,,,,,,,,Bellari,583103,,,,,,,,Ballari
350550852,way,Wellesley Tuberculosis Hospital.,hospital,hospital,,Govt of Karnataka,,,,,Ballari,,,,,,,,,,Ballari
350563170,way,Bagrecha Eye Clinic,clinic,,,,,,,,,,,,,,,,,,Ballari
350563356,way,Dr. Tekur Ramnath Physician,clinic,,,,,,,,,,,,,,18:00-20:00,,,,Ballari
350771261,way,FPAI,hospital,,,FPAI,,,,,,,,,,,,,,,Ballari
363295142,way,"District Hospital, Ballari",hospital,,,Govt Of Karnataka,,,,,,Bellary,583101,,,,,,,,Ballari
771830489,way,Taluk Hospital,hospital,,,,,,,,,Bellary,583119,8395260360,,,,,,,Ballari
1472154947,node,"CHC, Kabburu",hospital,centre,,,,16.3494826,74.7259333,,,Belgaum,591222,08338-229138,,,,,,,Belagavi
1473069861,node,Dhanvantri Clinic,hospital,hospital,general,"Rakesh Kattimani, Preeti Kattimani",private,15.8308944,74.4823535,,,,,,,,,,,,Belagavi
1473070165,node,Unnamed,hospital,,,,,15.8310982,74.4823964,,,,,,,,,,,,Belagavi
1473155144,node,Chetan Clinic,clinic,,,,,15.8272408,74.5004239,,,,,,,,,,,,Belagavi
2312379105,node,Balaji Hospital,hospital,,,,,15.8694046,74.5065061,,,,,,,,,,,,Belagavi
3233005003,node,Belgaum Children's Hospital,hospital,,,,,15.8591871,74.5090936,Kirloskar Road,Belgaum,Belagavi,590002,,,,,,,,Belagavi
3233877258,node,KLE City Polyclinic,hospital,,,,,15.8608513,74.5081521,Samadevi Galli,Belgaum,,590001,,,,,,,,Belagavi
4468394390,node,KLE'S Dr. Prabhakar Kore Hospital,doctors,,,,,15.8879056,74.5199058,Nehru Nagar,,,590010,,,,,,,,Belagavi
6840905255,node,"Sanjeevani Hospital Pvt Ltd, Belagavi",hospital,hospital,,,,15.8630297,74.5076569,,,Belagavi,591102,,,,,,,,Belagavi
6844110199,node,Venugram Hospital,hospital,hospital,,,,15.8257888,74.4975106,"Near 3rd Railway Gate, SBI Colony",Belgaum,,590006,,,,,,no,,Belagavi
6844110203,node,Dakshata Hospitals Pvt Ltd,hospital,hospital,,,,15.8292261,74.5011128,,,Belagavi,590001,,,,,,,,Belagavi
6845945390,node,Zingade Hospital,doctors,doctor,otolaryngology;dental;eye_clinic,,,15.8377585,74.5057174,"BEHIND SCIENCE PARK, MANGALWAR PETH,TILAKWADI",Belgaum,,590006,,,,,,,,Belagavi
6845945394,node,Deccan Medical Centre,hospital,hospital,,,,15.8461842,74.5074245,,,,,,,,,,,,Belagavi
6847862470,node,KLE Ayurved Hospital,hospital,hospital,,,,15.8394954,74.5156891,,,,,,,,,,,,Belagavi
6853738226,node,Military Hospital,hospital,hospital,,,,15.8615248,74.4947807,,,,,,,,,,,,Belagavi
6853738229,node,Cantonment General Hospital,hospital,hospital,,,,15.8521898,74.5075855,,,,,,,,,,,,Belagavi
6938058917,node,Isaac Eye Foundation,clinic,,,,,16.2600937,74.4778901,,,Belagavi,591313,,,,,,,,Belagavi
6938687901,node,Belgaum Cancer Hospital Pvt Ltd,hospital,,,,,15.8723523,74.5277323,,,Belagavi,590010,,,,,,,,Belagavi
6938770120,node,Sri Sankalp Hospital Eye Care Centre and Maternity H,hospital,,,,,15.8374387,74.5020944,,,Belagavi,590001,,,,,,,,Belagavi
6938777947,node,"Om Hospital, Belagavi",hospital,,,,,15.8505802,74.5164818,,,Belagavi,590001,,,,,,,,Belagavi
6938786501,node,"Aditya Hospital, Belagavi",hospital,,,,,15.86047,74.5102456,,,Belgaum,590001,,,,,,,,Belagavi
6938792234,node,Hi-Tech Health Care and Diagnostic Centre Pvt Ltd,clinic,,,,,15.8630101,74.5081682,,,Belagavi,590001,,,,,,,,Belagavi
6938830634,node,Chougala Hospital,hospital,,,,,16.7194942,75.0590257,,,Belagavi,591304,,,,,,,,Belagavi
6938975645,node,Shree Dhanwantari Clinic,clinic,,,,,16.6700311,74.898553,,,Belagavi,591303,,,,,,,,Belagavi
6939002097,node,"Vijaya Hospital, Belagavi",hospital,,,,,15.8742949,74.5144393,,,Belagavi,590001,,,,,,,,Belagavi
6939536308,node,Gadag Hospital,hospital,,,,,15.8196203,74.8522997,,,Belagavi,591102,,,,,,,,Belagavi
6944202367,node,Sanmeet Hospital,hospital,,,,,16.4246638,74.5766759,,,Belagavi,591201,,,,,,,,Belagavi
6944224157,node,Natu Hospital,hospital,,,,,15.8576112,74.5113306,,,Belagavi,590001,,,,,,,,Belagavi
6944239601,node,Dr M M Hooli Hospital,clinic,,,,,15.7658227,75.1165844,,,Belagavi,591126,,,,,,,,Belagavi
6944240838,node,Shri Sai Multi Speciality Hospital,hospital,,,,,15.8345615,74.5256576,,,Belagavi,590005,,,,,,,,Belagavi
6944256044,node,Sevashram Chikitsalaya,clinic,,,,,15.8754572,74.5245753,,,Belagavi,591108,,,,,,,,Belagavi
6944400810,node,Bhate Hospital and Maternity Home,hospital,,,,,16.4255514,74.5884414,,,Belagavi,591201,,,,,,,,Belagavi
6944400816,node,Bhs Lakeview Hospital - Belgaum,hospital,,,,,15.8634319,74.5266192,,,Belagavi,590016,,,,,,,,Belagavi
6944538918,node,"Kamal Hospital, Belagavi",hospital,,,,,16.4249352,74.5744792,,,Belagavi,591201,,,,,,,,Belagavi
6944576381,node,Dr. B. M. Patil Multispeciality Hospital,hospital,,,,,15.8376619,74.5009719,,,Belagavi,590001,,,,,,,,Belagavi
6944586999,node,Ankur Hospital,hospital,,,,,15.8284536,74.5022178,,,Belagavi,590006,,,,,,,,Belagavi
6945340442,node,Shri Daneshwari Surgical and General Hospital,hospital,,,,,15.8417169,74.5179851,,,Belagavi,590003,,,,,,,,Belagavi
6945427172,node,Vishwajyoti Nursing Home and Laproscopic Surgical Centre,clinic,,,,,16.1652391,74.82807,,,Belagavi,591307,,,,,,,,Belagavi
6945434105,node,Dr Naiks Hospital,hospital,,,,,15.8510472,75.1199064,,,Belagavi,591117,,,,,,,,Belagavi
6947291965,node,Kale Orthopaedic Centre,hospital,,,,,15.8733779,74.5126951,,,Belagavi,590001,,,,,,,,Belagavi
6947499717,node,Dr. Kodkany`s Eye Centre,clinic,,,,,15.8579363,74.5113239,,,Belagavi,590001,,,,,,,,Belagavi
6947499727,node,Dr. Navadgi Nursing Home,clinic,,,,,15.7729259,75.1109927,,,Belagavi,591126,,,,,,,,Belagavi
6947499750,node,"Vishwas Hospital, Belagavi",hospital,,,,,16.4006726,74.3785532,,,Belagavi,591237,,,,,,,,Belagavi
6947499755,node,Parvati Eye Care Center,clinic,,,,,16.4263888,74.5832808,,,Bengaluru Urban,560002,,,,,,,,Belagavi
6947499760,node,"Geeta Nursing Home, Belagavi",clinic,,,,,16.4045541,74.3827227,,,Belagavi,591237,,,,,,,,Belagavi
6947499765,node,The Karnataka Health Institute,clinic,,,,,16.2335728,74.7640792,,,Belagavi,591307,,,,,,,,Belagavi
6947499779,node,Kles Hospital And Mrc,hospital,,,,,16.1663611,74.8266361,,,Belagavi,591307,,,,,,,,Belagavi
6947499784,node,Dr Umarani Ganga Surgical and Fracture Clinic,clinic,,,,,16.1655869,74.8266149,,,Belagavi,591307,,,,,,,,Belagavi
6947503989,node,"Shivakrupa Hospital, Belagavi",hospital,,,,,15.8198006,74.8581767,,,Belagavi,591102,,,,,,,,Belagavi
6947503994,node,Gopal Jinagouda Bharatesh Hospital,hospital,,,,,15.8135597,74.5719747,,,Belagavi,590003,,,,,,,,Belagavi
6947503995,node,"Rainbow Hospital, Belagavi",hospital,,,,,15.8348197,74.5040268,,,Belagavi,590001,,,,,,,,Belagavi
6947504000,node,Shri Kamakshi Clinic,clinic,,,,,15.8599307,74.5114794,,,Belagavi,591108,,,,,,,,Belagavi
6947504005,node,"Sharada Hospital, Belagavi",hospital,,,,,15.8610544,74.5077713,,,Belagavi,591201,,,,,,,,Belagavi
6947504006,node,Bagawadi Eye and Dental Care,clinic,,,,,15.857557,74.5096247,,,Belagavi,590001,,,,,,,,Belagavi
6947504011,node,Yash Hospital Critical Care Center,hospital,,,,,15.8523774,74.5182789,,,Belagavi,590001,,,,,,,,Belagavi
6947524206,node,Sarode Orthopaedic Centre,clinic,,,,,15.8433645,74.5088924,,,Belagavi,590001,,,,,,,,Belagavi
6947701131,node,Ashirwad Nursing Home,clinic,,,,,16.5171078,74.9497819,,,Belagavi,591220,,,,,,,,Belagavi
6947716783,node,Dr.Kotwals Maternity and General Hospsital,hospital,,,,,15.8755749,74.5174626,,,Belagavi,590016,,,,,,,,Belagavi
6948232034,node,"Patil Eye Hospital, Belagavi",hospital,,,,,16.1641172,74.8226666,,,Belagavi,591307,,,,,,,,Belagavi
6948249810,node,Santosh Clinic,clinic,,,,,16.2162637,74.5191076,,,Belagavi,591221,,,,,,,,Belagavi
6948411397,node,"Vasan Eye Care Hospital, Belagavi",hospital,,,,,15.8671239,74.5101866,,,Belagavi,590001,,,,,,,,Belagavi
6950109187,node,Suiddhi Nursing Home,clinic,,,,,15.8646832,74.4749115,,,Belagavi,591108,,,,,,,,Belagavi
6950185736,node,Syrian Hospital,hospital,,,,,16.2613534,74.4768939,,,Belagavi,591313,,,,,,,,Belagavi
7191553754,node,Kattimani Hospital,hospital,,,,,16.1701495,74.8212545,,,Belagavi,591307,09448112468,,https://kattimani-hospital.business.site/,,,,,Belagavi
7205356283,node,"Government Hospital, Hallur",hospital,,,,,16.372917,75.0063727,,,Belgaum,591312,08332-293475,,,,,,,Belagavi
7205356291,node,"PHC, Balobal",,centre,,,,16.216996,74.877179,,,Belgaum,591218,08332-272277,,,,,,,Belagavi
7205356294,node,Kagwad CHC,,centre,,,,16.6960786,74.7187223,,,Belgaum,591223,8339264606,,,,,,,Belagavi
7205356295,node,Naganur PHC,,centre,,,,16.3134103,74.9200517,,,Belgaum,591224,08288-257731,,,,,,,Belagavi
7205356298,node,"Government Hospital, Mole",hospital,,,,,16.7143955,74.9183913,,,Belgaum,591303,8339278498,,,,,,,Belagavi
7205356306,node,"Government Hospital, Galataga",hospital,,,,,16.4969233,74.4717584,,,Belgaum,591219,08338-295203,,,,,,,Belagavi
7205356308,node,Kudachi CHC,,centre,,,,16.6191201,74.8505786,,,Belgaum,591311,8331235769,,,,,,,Belagavi
7205356314,node,"PHC, Bhairanatti",,centre,,,,16.288267,75.009849,,,Belgaum,591310,08332-293202,,,,,,,Belagavi
7205356317,node,"Government Hospital, Chikodi",hospital,,,,,16.4256105,74.5759493,,,Belgaum,591201,08338-272138,,,,,,,Belagavi
7205356320,node,Khadaklat PHC,,centre,,,,16.4470467,74.4661971,,,Belgaum,591228,08338-266140,,,,,,,Belagavi
7205356321,node,Tangdi PHC,,centre,,,,16.706192,74.976874,,,Belgaum,591303,8339292400,,,,,,,Belagavi
7205356325,node,"Taluka Public Hospital, Athani",hospital,,,,,16.7278248,75.0600745,,,Belgaum,591304,8289251328,,,,,,,Belagavi
7205356328,node,Hosakoti CHC,,centre,,,,16.1652234,75.2654309,,,Belgaum,591130,08335-256322,,,,,,,Belagavi
7205356331,node,"Government Hospital, Shiraguppi",hospital,,,,,16.6150843,74.7154988,,,Belgaum,591242,8339265061,,,,,,,Belagavi
7205356335,node,Nadi Ingalgaon PHC,,centre,,,,16.6463989,74.9905855,,,Belgaum,591304,,,,,,,,Belagavi
7205356336,node,Sankeshwara Government Hospital,hospital,,,,,16.2610906,74.4840576,,,Belgaum,591313,8333273318,,,,,,,Belagavi
7205356337,node,"PHC, Konnur",,centre,,,,16.2004603,74.745066,,,Belgaum,591307,08332-285636,,,,,,,Belagavi
7205356339,node,"M G M Hospital, Nipani",hospital,,,,,16.389502,74.383241,,,Belgaum,591237,08338-220172,,,,,,,Belagavi
